pmid	geneId	diseaseId	gene_name	disease_name	label	pred	prob	is_confilct	r1_label	comment	sure	Ann error (GD/ikrm)	Complex(m, M, L, n,  S, C)	Have -	Have +	S no strong	In which snt (0, e, 1, m, bg|d)	snt
19208741	4118	D002583	MAL | myelin and lymphocyte protein	cervical cancers	0	1	0.9705399871	1	1								1bg	Dis-regulation of MAL (myelin and lymphocyte protein) has been implicated in several malignancies including esophageal, ovarian, and cervical cancers.
19208741	4118	D009369	MAL | myelin and lymphocyte protein	cancer | malignancies	0	0	0.01987425238	0	0									
19208741	4118	D010049	MAL | myelin and lymphocyte protein	ovarian	0	1	0.5956556797	1	0			Di						
19208741	4118	D018250	MAL | myelin and lymphocyte protein	solid malignancies	0	1	0.7548652291	1	1	only							mbg	The MAL protein functions in apical transport in polarized-epithelial cells, therefore its disruption may lead to loss of organized polarity characteristic of most solid malignancies.
19212639	2056	D000740	EPO	anemia	1	1	0.9632506371	0										
19212639	2056	D001943	EPO	breast cancer | primary breast cancer	0	1	0.9935597181	1	1				L				e	In conclusion, there is potential for improved anemia management using EPO during pre-operative chemotherapy, which not only benefits quality of life but could also influence long-term survival in breast cancer through improved tumor oxygenation.
19212639	2056	D009369	EPO	tumor	0	0	0.01559583191	0										
19223177	4524	D011471	5,10-methylenetetrahydrofolate reductase | MTHFR	prostate cancer	1	1	0.9949582219	0										
19273450	4153	D001172	MBL | MBL2 | Mannose-binding lectin | mannose-binding lectin	rheumatoid arthritis	1	1	0.9923421741	0										
19273450	79841	D001172	CCP2	rheumatoid arthritis	0	0	0.01110173017	0										
19290788	11251	D000799	CRTH2	angioedema	0	0	0.2751312852	0										
19290788	11251	D004342	CRTH2	Allergy	0	1	0.8676843047	1	0									
19290788	11251	D014581	CRTH2	urticaria	1	1	0.9006735682	0										
19290788	2625	D000799	GATA-3	angioedema	0	0	0.007114419714	0										
19290788	2625	D004342	GATA-3	Allergy	0	0	0.0148671614	0										
19290788	2625	D014581	GATA-3	urticaria	0	0	0.003997702617	0										
19295411	4313	D006333	MMP-2 | MMPs	congestive heart failure	1	1	0.980830431	0										
19295411	4313	D054143	MMP-2 | MMPs	systolic heart failure	0	1	0.9810339212	1	1		1						0	Polymorphisms of MMP-2 gene are associated with systolic heart failure risk in Han Chinese.
19295411	4313	D054160	MMP-2 | MMPs	systolic HF	0	1	0.9941506982	1	1		1						e	The findings of the current study suggest that MMP-2 rs243866 A allele was associated with lower risk of systolic HF in Han Chinese.
19317738	4282	D001249	MIF | Macrophage migration inhibitory factor	asthma | childhood asthma	1	1	0.9952270985	0										
19322213	55350	D003092	vanin-3	colitis	0	0	0.008957804181	0	0									
19322213	55350	D003876	vanin-3	atopic dermatitis lesions	0	0	0.03232568502	0	1								m	In a microarray analysis of epidermal gene expression of psoriasis and atopic dermatitis lesions, we identified vanin-3 as the gene showing the highest differential expression of all annotated genes that we studied
19322213	55350	D007249	vanin-3	inflammatory diseases	0	0	0.01695687138	0	0									
19322213	55350	D011565	vanin-3	psoriasis	1	0	0.1184415445	1	1								m	In a microarray analysis of epidermal gene expression of psoriasis and atopic dermatitis lesions, we identified vanin-3 as the gene showing the highest differential expression of all annotated genes that we studied
19322213	55350	D015535	vanin-3	psoriatic epidermis	0	0	0.02508052997	0	1								m	Quantitative real-time PCR analysis confirmed the microarray data on vanin-3 and showed similar induction of vanin-1, but not of vanin-2, in psoriatic epidermis.
19322213	8875	D003092	vanin-2	colitis	0	0	0.004894678015	0	0									
19322213	8875	D003876	vanin-2	atopic dermatitis lesions	1	0	0.004084771033	1	0									
19322213	8875	D007249	vanin-2	inflammatory diseases	0	0	0.007414967753	0	0									
19322213	8875	D011565	vanin-2	psoriasis	1	0	0.004149550572	1	0									
19322213	8875	D015535	vanin-2	psoriatic epidermis	0	0	0.007974022999	0	0									
19322213	8876	D003092	pantetheinase | vanin-1	colitis	0	1	0.5132389665	1	0.5				n				mbg	Recent studies in a mouse colitis model indicated that vanin-1 has proinflammatory activity and suggest that pantetheinases are potential therapeutic targets in inflammatory diseases.
19322213	8876	D003876	pantetheinase | vanin-1	atopic dermatitis lesions	1	0	0.00962136779	1	0									
19322213	8876	D007249	pantetheinase | vanin-1	inflammatory diseases	0	1	0.6873431802	1	1								mbg	suggest that pantetheinases are potential therapeutic targets in inflammatory diseases.
19322213	8876	D011565	pantetheinase | vanin-1	psoriasis	1	0	0.1671934128	1	1								e	We hypothesize that increased levels of pantetheinase activity are part of the inflammatory-regenerative epidermal differentiation program, and may contribute to the phenotype observed in psoriasis.
19322213	8876	D015535	pantetheinase | vanin-1	psoriatic epidermis	0	0	0.0294594001	0	1								m	Quantitative real-time PCR analysis confirmed the microarray data on vanin-3 and showed similar induction of vanin-1, but not of vanin-2, in psoriatic epidermis.
19326438	4842	D010300	NOS1 | nitric oxide synthase 1	PD | Parkinson's disease	1	1	0.9947808385	0										
19327158	10392	D003092	NOD1 | Nod1 | Nucleotide-binding oligomerization domain containing 1 | nucleotide-binding oligomerization domain containing 1	colitis	0	0	0.09212624282	0										
19327158	10392	D003093	NOD1 | Nod1 | Nucleotide-binding oligomerization domain containing 1 | nucleotide-binding oligomerization domain containing 1	ulcerative colitis	0	0	0.04557392001	0										
19327158	10392	D003424	NOD1 | Nod1 | Nucleotide-binding oligomerization domain containing 1 | nucleotide-binding oligomerization domain containing 1	Crohn's disease	0	1	0.968265295	1	1			Dk	M				m	Carrying the rs2075818 G allele decreased the risk of CD
19327158	10392	D015212	NOD1 | Nod1 | Nucleotide-binding oligomerization domain containing 1 | nucleotide-binding oligomerization domain containing 1	inflammatory bowel diseases	1	1	0.974445641	0										
19343045	3741	C538250	KCNA5	idiopathic AF	0	0	0.07344085723	0										
19343045	3741	D001281	KCNA5	AF | atrial fibrillation | familial atrial fibrillation	1	1	0.995034337	0										
19368828	1437	D000544	CSF	AD | Alzheimer's disease	0	1	0.6242278814	1	0									
19368828	1437	D003704	CSF	Dementias	0	0	0.003306628205	0										
19368828	348	D000544	APOE4	AD | Alzheimer's disease	1	0	0.4964752197	1	1						1	1	m	The SNP21G-allele and a SORL1 haplotype consisting of the SNP19 T-allele, SNP21 G-allele and SNP23 A-allele (T/G/A) were associated with increased hazard ratios and an earlier age at onset of AD (SNP21: p=0.002; T/G/A haplotype: p=0.007). This effect was most pronounced in carriers of an additional APOE4 allele
19368828	348	D003704	APOE4	Dementias	0	0	0.002696946962	0										
19368828	6653	D000544	SORL1	AD | Alzheimer's disease	1	1	0.9941852689	0										
19368828	6653	D003704	SORL1	Dementias	0	0	0.01198135037	0										
19379721	1636	D006973	ACE	hypertension	1	1	0.9219705462	0										
19379721	183	D006973	AGT	hypertension	1	0	0.09431426227	1	1			Dk					e	Within gene and between genes interactions of variants influence ACE activity and NO(x) levels and associate with EH.
19379721	4846	D006973	NOS3	hypertension	1	1	0.8972136974	0										
19383811	4193	D000230	MDM2	adenocarcinoma	0	0	0.02137022279	0										
19383811	4193	D002294	MDM2	adenocarcinoma versus squamous cell carcinoma | squamous cell carcinoma	0	0	0.01374870073	0										
19383811	4193	D003643	MDM2	death	0	0	0.005661537871	0										
19383811	4193	D004938	MDM2	esophageal cancer | esophageal cancers | esophageal carcinoma	1	1	0.9880002141	0										
19383811	7157	D000230	p53	adenocarcinoma	0	0	0.006042760797	0										
19383811	7157	D002294	p53	adenocarcinoma versus squamous cell carcinoma | squamous cell carcinoma	0	0	0.005716500338	0										
19383811	7157	D003643	p53	death	0	0	0.004952547606	0										
19383811	7157	D004938	p53	esophageal cancer | esophageal cancers | esophageal carcinoma	1	1	0.9861603975	0										
19384346	85358	D001321	SHANK3	ASD | Autism | autism	1	1	0.9944652915	0	0					1			e	Our data suggest that SHANK3 deletions may be limited to lower functioning individuals with autism.
19384346	85358	D002659	SHANK3	autism spectrum disorders	0	1	0.9511938691	1	0									
19396436	1813	D010300	DRD2	PD | Parkinson Disease | Parkinson's disease	1	1	0.9702765346	0										
19396436	1814	D010300	DRD3	PD | Parkinson Disease | Parkinson's disease	1	1	0.9914076924	0										
19401164	150	D003865	ADRA2A	MDD	0	1	0.9883153439	1	0			Dr		1			m	No relationship was observed between the ADRA2A -1291C/G polymorphism and MDD.
19401164	150	D003866	ADRA2A	Depression | depressive disorder	0	1	0.9839850068	1	0			Di						
19401164	150	D015430	ADRA2A	weight gain	1	1	0.9873837829	0										
19443940	3553	D001172	IL-1beta | IL1B | IL1beta	RA | rheumatoid arthritis	1	0	0.1116244048	1	0					1			0	IL-1beta, IL-6, and TNF gene polymorphisms do not affect the treatment outcome of rheumatoid arthritis patients with leflunomide.
19443940	3569	D001172	IL-6 | IL6	RA | rheumatoid arthritis	0	1	0.9580616951	1	0					1			0	IL-1beta, IL-6, and TNF gene polymorphisms do not affect the treatment outcome of rheumatoid arthritis patients with leflunomide.
19443940	7124	D001172	TNF | TNF-alpha	RA | rheumatoid arthritis	1	1	0.984000504	0	0					1			0	IL-1beta, IL-6, and TNF gene polymorphisms do not affect the treatment outcome of rheumatoid arthritis patients with leflunomide.
19466271	4153	D003550	MBL2	CF | cystic fibrosis	1	1	0.9659810066	0										
19466271	4153	D008171	MBL2	lung disease | pulmonary disease	1	1	0.9765639305	0										
19466271	7040	D003550	TGF-beta1	CF | cystic fibrosis	1	1	0.986921072	0										
19466271	7040	D008171	TGF-beta1	lung disease | pulmonary disease	1	1	0.9891848564	0										
19466271	929	D003550	CD14	CF | cystic fibrosis	1	1	0.9146882892	0										
19466271	929	D008171	CD14	lung disease | pulmonary disease	1	1	0.9883103371	0										
19480854	3458	D006521	IFNgamma	chronic hepatitis	0	0	0.007373639382	0										
19480854	3458	D006526	IFNgamma	chronic HCV infection | hepatitis C pathogenesis	0	0	0.1684485525	0										
19480854	3458	D006528	IFNgamma	hepatocellular carcinoma	1	0	0.007721346337	1	1				Di				m	the combination of IFNgamma(low producer) and IL-10(high producer) genotypes was significantly associated with a lower risk of LC and HCC
19480854	3458	D008103	IFNgamma	liver cirrhosis	1	0	0.02359386347	1	1				Di				m	the combination of IFNgamma(low producer) and IL-10(high producer) genotypes was significantly associated with a lower risk of LC and HCC
19480854	3458	D019698	IFNgamma	chronic hepatitis C	1	1	0.9708423615	0										
19480854	3586	D006521	IL-10	chronic hepatitis	0	0	0.003796649864	0										
19480854	3586	D006526	IL-10	chronic HCV infection | hepatitis C pathogenesis	0	0	0.02375354432	0										
19480854	3586	D006528	IL-10	hepatocellular carcinoma	1	0	0.003957472742	1	1				Di				m	the combination of IFNgamma(low producer) and IL-10(high producer) genotypes was significantly associated with a lower risk of LC and HCC
19480854	3586	D008103	IL-10	liver cirrhosis	1	0	0.009411527775	1	1				Di				m	the combination of IFNgamma(low producer) and IL-10(high producer) genotypes was significantly associated with a lower risk of LC and HCC
19480854	3586	D019698	IL-10	chronic hepatitis C	1	1	0.859461844	0										
19499246	672	D001943	BRCA1 | BRCA1 and 2	breast cancer	0	0	0.008453905582	0										
19499246	672	D009369	BRCA1 | BRCA1 and 2	Cancer	0	0	0.006929854397	0										
19499246	672	D010049	BRCA1 | BRCA1 and 2	ovarian	0	0	0.006868898869	0										
19499246	672	D010051	BRCA1 | BRCA1 and 2	(2) ovarian cancer | Korean ovarian cancer | ovarian cancer	1	1	0.9792044759	0										
19499246	672	D061325	BRCA1 | BRCA1 and 2	breast or ovarian cancer	0	0	0.01005154289	0										
19499246	675	D001943	BRCA2	breast cancer	0	0	0.006777309347	0										
19499246	675	D009369	BRCA2	Cancer	0	0	0.00568679627	0										
19499246	675	D010049	BRCA2	ovarian	0	0	0.005641798954	0										
19499246	675	D010051	BRCA2	(2) ovarian cancer | Korean ovarian cancer | ovarian cancer	1	1	0.9812307954	0										
19499246	675	D061325	BRCA2	breast or ovarian cancer	0	0	0.007874267176	0										
19512960	1813	D001523	DRD2 | dopamine D2 receptor	psychiatric	0	0	0.01348428242	0										
19512960	1813	D009422	DRD2 | dopamine D2 receptor	neurologic disorders	1	0	0.01724386774	1	0									
19512960	1813	D010300	DRD2 | dopamine D2 receptor	Parkinson's disease	0	0	0.1440050751	0										
19512960	1813	D012559	DRD2 | dopamine D2 receptor	schizophrenia	0	0	0.07385268807	0										
19512960	1813	D020271	DRD2 | dopamine D2 receptor	neurologic diseases	0	0	0.052817408	0										
19512960	255239	D001523	ANKK1 | ankyrin repeat and kinase domain containing 1	psychiatric	0	0	0.008012521081	0										
19512960	255239	D009422	ANKK1 | ankyrin repeat and kinase domain containing 1	neurologic disorders	1	0	0.01499557775	1	0									
19512960	255239	D010300	ANKK1 | ankyrin repeat and kinase domain containing 1	Parkinson's disease	0	0	0.009686738253	0										
19512960	255239	D012559	ANKK1 | ankyrin repeat and kinase domain containing 1	schizophrenia	0	0	0.008179658093	0										
19512960	255239	D020271	ANKK1 | ankyrin repeat and kinase domain containing 1	neurologic diseases	0	0	0.009482873604	0										
19547755	1312	D000699	COMT | Catechol-O-methyltransferase	analgesia	0	0	0.01719235629	0										
19547755	1312	D006930	COMT | Catechol-O-methyltransferase	hyperalgesia	0	1	0.8369053602	1	0									
19547755	1312	D010146	COMT | Catechol-O-methyltransferase	pain | sustained pain	1	1	0.9672856927	0										
19550076	2492	D007246	FSH receptor | FSHR | follicle-stimulating hormone (FSH) receptor	idiopathic infertile | infertile	0	0	0.01675723866	0										
19550076	2492	D007248	FSH receptor | FSHR | follicle-stimulating hormone (FSH) receptor	idiopathic male infertility | male infertility	1	1	0.9943515062	0										
19550076	2492	D009845	FSH receptor | FSHR | follicle-stimulating hormone (FSH) receptor	oligozoospermia	0	1	0.5745100379	1	1						1	1	e	Dysfunction of the FSH receptor (FSHR) may be involved in some form of male infertility with azoospermia or oligozoospermia.
19550076	2492	D053713	FSH receptor | FSHR | follicle-stimulating hormone (FSH) receptor	azoospermia	0	1	0.8645628691	1	1						1	1	e	Dysfunction of the FSH receptor (FSHR) may be involved in some form of male infertility with azoospermia or oligozoospermia.
19571519	4350	D001172	MPG	RA | rheumatoid arthritis	0	0	0.06388803571	0										
19571519	4524	D001172	5,10-methylenetetrahydrofolate reductase | MTHFR	RA | rheumatoid arthritis	1	0	0.4163841307	1	0									
19571519	7298	D001172	TYMS | thymidylate synthase	RA | rheumatoid arthritis	1	1	0.9834321141	0										
19579695	3458	D002006	IFN gamma | IFN-gamma	brucellosis	1	1	0.6399453878	0										
19579695	3458	D003141	IFN gamma | IFN-gamma	infectious diseases	0	0	0.00458255643	0										
19579695	3569	D002006	IL-6	brucellosis	1	1	0.9892655611	0										
19579695	3569	D003141	IL-6	infectious diseases	0	0	0.01478579547	0										
19579695	3586	D002006	IL-10	brucellosis	1	0	0.02891299501	1	1		1						m	Our results showed that polymorphisms of IL-10 (-819) and TGF beta 1 codons 10 and 25 were associated with susceptibility or resistance to brucellosis.
19579695	3586	D003141	IL-10	infectious diseases	0	0	0.002912013559	0										
19579695	7040	D002006	TGF beta | TGF beta 1 | TGF-beta | TGF-beta 1	brucellosis	1	1	0.904826045	0										
19579695	7040	D003141	TGF beta | TGF beta 1 | TGF-beta | TGF-beta 1	infectious diseases	0	0	0.02329213545	0										
19579695	7124	D002006	TNF alpha | TNF-alpha	brucellosis	1	0	0.2335725576	1	0									
19579695	7124	D003141	TNF alpha | TNF-alpha	infectious diseases	0	0	0.003581760684	0										
19586533	1610	D001714	D-amino acid oxidase | DAO	bipolar disorder | schizophrenia and bipolar disorder	1	0	0.1529316157	1	0									
19586533	1610	D012559	D-amino acid oxidase | DAO	schizophrenia	1	1	0.9413699508	0	0					1			e	No evidence was found to confirm the association of genetic markers at the DAO gene with schizophrenia.
19586533	267012	D001714	D-amino acid oxidase activator | DAOA	bipolar disorder | schizophrenia and bipolar disorder	0	1	0.9943342209	1	1								e	Allelic association was detected between the marker rs3918342 (M23), 3' to the DAOA gene and both schizophrenia (chi2 = 5.824 p = 0.016) and bipolar disorder
19586533	267012	D012559	D-amino acid oxidase activator | DAOA	schizophrenia	0	1	0.960401535	1	1						1		e	Our results provide some support for a role for DAOA in susceptibility to schizophrenia and bipolar disorder.
19586841	3586	D004715	IL-10	endometriosis	1	1	0.9891152382	0										
19606693	7124	D003093	TNF-alpha	ulcerative colitis | ulcerative colitis macroscopic lesions	1	1	0.9933500886	0										
19606693	7124	D009336	TNF-alpha	necrosis	0	0	0.1463957876	0										
19606693	7124	D009369	TNF-alpha	tumor	0	1	0.7650271058	1	0									
19606693	7124	D015212	TNF-alpha	bowel diseases	0	0	0.016577553	0										
19608186	2099	D003327	ESR1	Coronary heart disease | coronary heart disease	1	1	0.9098886251	0										
19608186	2099	D009203	ESR1	myocardial infarction	1	1	0.5393345356	0										
19661039	5243	D001943	MDR1 | P-glycoprotein	breast cancer | breast carcinoma	1	1	0.991669178	0										
19665066	4292	D003123	MLH1	hereditary nonpolyposis colorectal cancer	0	0	0.004795640707	0										
19665066	4292	D009369	MLH1	cancer | tumors	0	0	0.006101470441	0										
19665066	4292	D015179	MLH1	colorectal cancer | sporadic colorectal cancer	1	1	0.976649642	0										
19671143	4780	D004646	NFE2L2 | NRF2 | Nfe2l2	emphysema	0	1	0.9152557254	1	1								mbg	Nfe2l2-deficient mice develop tobacco-induced emphysema.
19671143	4780	D008171	NFE2L2 | NRF2 | Nfe2l2	lung function loss	0	0	0.02479814179	0										
19671143	4780	D029424	NFE2L2 | NRF2 | Nfe2l2	Chronic Obstructive Pulmonary Disease	1	0	0.1860224903	1										
19671143	9817	D004646	KEAP1	emphysema	0	1	0.5650222301	1										
19671143	9817	D008171	KEAP1	lung function loss	0	0	0.02177619934	0										
19671143	9817	D029424	KEAP1	Chronic Obstructive Pulmonary Disease	1	0	0.1477303207	1	0									
19728081	1647	D001943	GADD45A	breast cancer | familial breast cancer | familial breast cancers	1	1	0.9948199391	0										
19728081	1647	D006323	GADD45A	Growth arrest	0	0	0.01291098911	0										
19728081	672	D001943	BRCA1	breast cancer | familial breast cancer | familial breast cancers	0	1	0.5739528537	1	1				C		1	1	1bg	Growth arrest and DNA damage-induced 45, alpha (GADD45A) is a candidate breast cancer susceptibility gene because its product participates in DNA repair and it is a downstream gene of p53 and BRCA1, both of which are breast cancer susceptibility genes.
19728081	672	D006323	BRCA1	Growth arrest	0	0	0.005166618619	0										
19728081	7157	D001943	p53	breast cancer | familial breast cancer | familial breast cancers	0	0	0.02623460256	0	1				C		1	1	1bg	Growth arrest and DNA damage-induced 45, alpha (GADD45A) is a candidate breast cancer susceptibility gene because its product participates in DNA repair and it is a downstream gene of p53 and BRCA1, both of which are breast cancer susceptibility genes.
19728081	7157	D006323	p53	Growth arrest	0	0	0.003744570306	0										
19739106	1813	D001523	DRD2	neuropsychiatric syndrome	0	0	0.002476514317	0										
19739106	1813	D003072	DRD2	cognitive impairment	0	0	0.003873318667	0										
19739106	1813	D003693	DRD2	Delirium | delirium	1	0	0.2782633901	1	1		1						e	In independent cohorts, a variation in the SLC6A3 gene and possibly the DRD2 gene were found to protect for delirium.
19739106	6531	D001523	SLC6A3 | dopamine transporter | solute carrier family 6, member 3	neuropsychiatric syndrome	0	0	0.006051235367	0										
19739106	6531	D003072	SLC6A3 | dopamine transporter | solute carrier family 6, member 3	cognitive impairment	0	0	0.0221968554	0										
19739106	6531	D003693	SLC6A3 | dopamine transporter | solute carrier family 6, member 3	Delirium | delirium	1	1	0.9845024943	0										
19744146	3575	D001171	IL7RA | interleukin-7 receptor alpha chain	juvenile idiopathic arthritis	1	1	0.9156010747	0										
19744146	3575	D001172	IL7RA | interleukin-7 receptor alpha chain	rheumatoid arthritis	1	0	0.02669856697	1	0									
19744146	3575	D002908	IL7RA | interleukin-7 receptor alpha chain	chronic inflammatory arthropathies	0	0	0.01552557759	0										
19744146	3575	D003922	IL7RA | interleukin-7 receptor alpha chain	multiple sclerosis and Type I diabetes	0	1	0.9553188682	1	1								1bg	The C allele of a single nucleotide polymorphism (SNP), rs6897932, located in the interleukin-7 receptor alpha chain (IL7RA) was recently found to be associated with multiple sclerosis and Type I diabetes.
19744146	3575	D007592	IL7RA | interleukin-7 receptor alpha chain	inflammatory arthropathies	0	1	0.9282847047	1	1		1		M				e	Our data are suggestive for a role of rs6897932 in predisposition to chronic inflammatory arthropathies.
19744146	3575	D015535	IL7RA | interleukin-7 receptor alpha chain	arthritic	0	0	0.07734981924	0										
19767079	114548	D000707	NLRP3	anaphylaxis	1	1	0.9943226576	0	1		1						e	Our results indicate that the NLRP3 SNPs might play an important role in the development of food-induced anaphylaxis and AIA in a gain-of-function manner.
19767079	114548	D001249	NLRP3	asthma	0	1	0.9892386198	1	0									
19767079	114548	D004342	NLRP3	allergic diseases | hypersensitivity	1	1	0.8890528083	0										
19767079	114548	D005512	NLRP3	food allergy	1	1	0.9769644141	0										
19767079	114548	D007249	NLRP3	inflammatory diseases	0	1	0.9180790782	1	1		1						mbg	Recent studies have shown associations of human NLRP3 polymorphisms with susceptibility to various inflammatory diseases
19767079	3553	D000707	IL-1beta	anaphylaxis	0	0	0.008055577055	0										
19767079	3553	D001249	IL-1beta	asthma	0	0	0.007754693273	0										
19767079	3553	D004342	IL-1beta	allergic diseases | hypersensitivity	0	0	0.005860219244	0										
19767079	3553	D005512	IL-1beta	food allergy	0	0	0.00584723521	0										
19767079	3553	D007249	IL-1beta	inflammatory diseases	0	0	0.005762134213	0										
19767079	3606	D000707	IL-18	anaphylaxis	0	0	0.01036925241	0										
19767079	3606	D001249	IL-18	asthma	0	0	0.01059133559	0										
19767079	3606	D004342	IL-18	allergic diseases | hypersensitivity	0	0	0.008406937122	0										
19767079	3606	D005512	IL-18	food allergy	0	0	0.007554345299	0										
19767079	3606	D007249	IL-18	inflammatory diseases	0	0	0.008019133471	0										
19767079	834	D000707	caspase-1	anaphylaxis	0	0	0.008092230186	0										
19767079	834	D001249	caspase-1	asthma	0	0	0.007826927118	0										
19767079	834	D004342	caspase-1	allergic diseases | hypersensitivity	0	0	0.005925196223	0										
19767079	834	D005512	caspase-1	food allergy	0	0	0.005915612914	0										
19767079	834	D007249	caspase-1	inflammatory diseases	0	0	0.005822319072	0										
19800201	84062	D011618	DTNBP1 | dystrobrevin binding protein 1	psychotic illness	0	0	0.0256616734	0										
19800201	84062	D012559	DTNBP1 | dystrobrevin binding protein 1	Schizophrenia | schizophrenia	1	1	0.9947650433	0										
19803376	10392	D007918	NOD1	leprosy	1	0	0.4651080072	1	0									
19803376	10392	D009164	NOD1	Mycobacterium leprae infection	0	0	0.004856884945	0										
19803376	10392	D015440	NOD1	lepromatous	0	0	0.007406739518	0										
19803376	30835	D007918	DC-SIGN	leprosy	1	1	0.9310142398	0										
19803376	30835	D009164	DC-SIGN	Mycobacterium leprae infection	0	0	0.004531691782	0										
19803376	30835	D015440	DC-SIGN	lepromatous	0	0	0.006889661308	0										
19803376	64127	D007918	NOD2	leprosy	1	0	0.1667832881	1	0									
19803376	64127	D009164	NOD2	Mycobacterium leprae infection	0	0	0.003883264493	0										
19803376	64127	D015440	NOD2	lepromatous	0	0	0.005203675013	0										
19803376	7097	D007918	TLR2	leprosy	1	1	0.9729641676	0										
19803376	7097	D009164	TLR2	Mycobacterium leprae infection	0	0	0.02686232515	0										
19803376	7097	D015440	TLR2	lepromatous	0	0	0.08083250374	0										
19820032	2260	C562785	FGFR1 | fibroblast growth factor receptor 1	idiopathic hypogonadotropic hypogonadism	0	1	0.9830985665	1	1								0	Impaired fibroblast growth factor receptor 1 signaling as a cause of normosmic idiopathic hypogonadotropic hypogonadism.
19820032	2260	D017436	FGFR1 | fibroblast growth factor receptor 1	Kallmann syndrome	1	1	0.9032221437	0										
19854534	3845	C538231	KRAS	lung adenocarcinoma	0	1	0.7738822699	1	1								mbg	One downstream target of let-7 is the RAS gene family, including KRAS, an important oncogene in the etiology and clinical outcome of lung adenocarcinoma.
19854534	3845	D002289	KRAS	NSCLC | non-small cell lung cancer	0	1	0.9935269356	1	1					1	1	1	e	These unexpected findings imply that this newly reported KRAS-LCS6 polymorphism will have limited clinical utility for NSCLC.
19854534	3845	D008175	KRAS	lung cancer	1	1	0.9937857389	0										
19881467	1312	D002869	COMT | catechol-O-methyltransferase	SPEM abnormality	0	1	0.9219545126	1	0					1			e	In analysis of SPEM abnormality, no significant associations were detected with COMT polymorphisms.
19881467	1312	D009358	COMT | catechol-O-methyltransferase	multifactorial disorder	0	0	0.01839230955	0										
19881467	1312	D012559	COMT | catechol-O-methyltransferase	Schizophrenia | schizophrenia | schizophrenia and SPEM abnormality | schizophrenic	1	1	0.9937866926	0										
19881467	1312	D020820	COMT | catechol-O-methyltransferase	eye movement abnormality	0	1	0.9602991939	1	0									
19891529	4846	D001791	eNOS	platelet aggregation	0	1	0.9602358341	1	1								m	eNOS 4a allele significantly and independently influenced AA-induced platelet aggregation (p = 0.01).
19891529	4846	D054058	eNOS	coronary syndrome	1	1	0.9931353331	0										
19921975	2899	D012559	GRIK3	schizophrenia | schizophrenic	1	1	0.9948010445	0										
19923858	6347	D001714	MCP-1 | SCYA2 | monocyte chemoattractant protein 1	bipolar disorder I	0	0	0.02581050433	0										
19923858	6347	D003866	MCP-1 | SCYA2 | monocyte chemoattractant protein 1	depressive disorder	0	0	0.1607226133	0										
19923858	6347	D019964	MCP-1 | SCYA2 | monocyte chemoattractant protein 1	mood disorder | mood disorders	1	1	0.9934123158	0										
19930869	1508	D009361	CTSB | Cathepsin B | cathepsin B	tumour cell invasion	0	0	0.4787595272	0										
19930869	1508	D009369	CTSB | Cathepsin B | cathepsin B	cancer | tumour | tumours	0	0	0.1166536883	0										
19930869	1508	D011471	CTSB | Cathepsin B | cathepsin B	prostate adenocarcinoma | prostate cancer	1	1	0.9927506447	0										
19935662	55997	D006086	cryptic	GVHD | graft-versus-host disease	0	1	0.7478303909	1	0									
19935662	7367	D006086	UGT2B17	GVHD | graft-versus-host disease	1	1	0.9814655781	0										
19949855	6817	D001943	SULT1A1	breast cancer	1	1	0.9943339825	0										
19949855	6817	D006432	SULT1A1	HH	0	0	0.4706530869	0										
20008645	672	D001943	BRCA1	BRCA1-positive breast cancers | breast cancer	1	1	0.9912400842	0										
20031581	4205	C536271	MEF2A	premature MI	0	1	0.6214237809	1	0									
20031581	4205	D003324	MEF2A	coronary artery disease	0	1	0.9945979118	1	0		1			1			e	All together, our data do not support MEF2A as a susceptibility gene for coronary artery disease/MI in the Italian population.
20031581	4205	D009203	MEF2A	myocardial infarction | premature myocardial infarction	1	1	0.9914826155	0										
20054510	1543	C566250	CYP1A1	AHH	0	0	0.03283417597	0										
20054510	1543	D008175	CYP1A1	lung cancer	1	1	0.9920599461	0										
20054510	1543	D009369	CYP1A1	cancer | non-cancer	0	0	0.003971862607	0										
20056627	4524	D009369	MTHFR	cancers | tumors	0	0	0.01322239917	0										
20056627	4524	D012004	MTHFR	rectal cancers	0	0	0.01169274002	0										
20056627	4524	D015179	MTHFR	Colon Cancer | colorectal cancer	1	1	0.9949570298	0										
20056627	4524	D053842	MTHFR	microsatellite-high tumors	0	0	0.0116667375	0										
20058152	4221	D000236	MEN1 | MEN1 and 2	adenomas	0	0	0.01197072119	0										
20058152	4221	D006934	MEN1 | MEN1 and 2	hypercalcemia	0	0	0.01308905333	0										
20058152	4221	D006961	MEN1 | MEN1 and 2	Familial hyperparathyroidism | hyperparathyroidism	1	1	0.7094712853	0										
20058152	4221	D018761	MEN1 | MEN1 and 2	Multiple Endocrine Neoplasia Type 1	0	0	0.02130527608	0										
20058152	4221	D049950	MEN1 | MEN1 and 2	primary hyperparathyroidism	0	0	0.00908625219	0										
20058152	5979	D000236	MEN2A	adenomas	0	0	0.003008888336	0										
20058152	5979	D006934	MEN2A	hypercalcemia	0	0	0.003124722512	0										
20058152	5979	D006961	MEN2A	Familial hyperparathyroidism | hyperparathyroidism	0	0	0.004770603962	0										
